,teks,label,clean_teks
250,mama gigi ketemu gajah. gajahnya seneng sampai ketawa gitu ahhaha.,no,mama gigi ketemu gajah gajah senang tertawa ahhaha
251,Ya allah ga tau knp ak suka setiap lihat nagita pake dress modelnya cakep cakep,no,ya allah suka lihat nagita pakai dress model cakap cakap
252,i see beauty in everything mba gigi sehat selalu sama dede bayi nya,no,i see beauty in mbak gigi sehat dede bayi nya
253,Mama gigi cantik banget… look younger than her age.. love mama gigi,no,mama gigi cantik look younger than her age love mama gigi
254,Semoga adeknya rafathar menjadi anak yang tangguh kuat cerdas,no,moga adeknya rafathar anak tangguh kuat cerdas
255,Pakaian apapun yg dipake mama gigi selalu keceee,no,pakai apa pakai mama gigi keceee
256,Terima kasih kak Nagita @raffinagita1717 sudah support Molly si gajah dan satwa-satwa di Bali Zoo lainnya dengan kunjungannya bersama keluarga,no,terima kasih kak nagita raffinagita support molly si gajah satwasatwa bal zoo kunjung keluarga
257,Kaya ny gajahnya merasakan aura positif nya mb gigi itu… kelihatan sumringah jg gajahnya loo..,no,kaya nya gajah rasa aura positif nya mbak gigi sumringah gajah loo
258,Manis banget mbak gigi.. Masya Allah.. hamil semakin bersinar..,no,manis mbak gigi masyaallah allah hamil sinar
259,Mama gigi gapernah ga cantik sih kalo menurut aku.,no,mama gigi cantik sih
260,Semoga sehat selalu bayi dalam kandungan nya sama ibunya ya.,no,moga sehat bayi kandung nya ibu ya
261,Cantik banget semoga sehat selalu kakak panutan,no,cantik moga sehat kakak panutan
262,MasyaAllah selalu mempesona baik kaum adam maupun kaum hawa,no,masyaallah pesona kaum adam kaum hawa
263,Gak ada orang lain yang bangun tidur siang secantik ini selain ka yaya,no,orang bangun tidur siang cantik ka yaya
264,"makin tua makin muda yehh mukanya, mana cantik bngett mo nangiss ampun cantik terus ka yaya",no,tua muda yehh muka cantik bngett nangiss ampun cantik ka yaya
265,Gapaham lagi cakeup nya natural Masyaallah,no,paham cakeup nya natural masyaallah
266,Raisa mah tipe cantik tapi sopan santun pakaiannya,no,raisa mah tipe cantik sopan santun pakai
267,"ka yayaaa, why are you always stunning pretty girl.",no,ka yayaaa are stunning pretty girl
268,"Ya Allah ni orang apa peri, cantik amatt",no,ya allah ni orang peri cantik amatt
269,Kenapa cantik banget aku heran dilihat dari samping kanan kiri depan dll tetep aja cantik,no,cantik heran samping kanan kiri lain cantik
270,BISA BERHENTI CAKEP GA KAKK? PUSINGGGG IH,no,henti cakap kakk pusingggg ih
271,Cantik bajunya keren warnanya bikin pangling,no,cantik baju keren warna bikin pangling
272,Sudah dongggg dan sudah di liked juga.. congratulations,no,dongggg liked congratulations
273,Udaaaahh nontonnnnn.. lagunya bajunya makeup dan hairdo nyaaa sukaakkkk,no,udaaaahh nontonnnnn lagu baju makeup hairdo nyaaa sukaakkkk
274,Raisa sekarang ngak monoton…. Jadi suka deh…. Sering2 kek gini….,no,raisa monoton suka deh
275,udah dong. Lagi ngunyah aja cute banget,no,kunyah cute
276,Penyihir secantik ini gue rela dikutuk jadi tokek laut,no,sihir cantik rela kutuk tokek laut
277,Ya ampun kak makan apa sih kok bisa cantik banget,no,ya ampun kak makan sih cantik
278,"Ya allah kek anak yg msh batita klo lg ngambek manyunnya begitu, gemes hahaha",no,ya allah anak batita marah manyunnya gemes hahaha
279,Aku udah. Dan sumpah bagus banget. Serasa liat cerita disney gitu,no,sumpah bagus serasa lihat cerita disney
280,ya Allah kenapa begitu sempurna sih ciptaanmu yg satu in,no,ya allah sempurna sih cipta in
281,"Ragu aja cantiknya udh kek gini, gmn kl yakin yak, cantiknya kek apa, heran",no,ragu cantik yak cantik heran
282,"Bukan keliatan ragu, tapi keliatan cantik",no,ragu cantik
283,"Warna yang paling bikin Raisa makin shinning itu merah, hitam, putih, pink and emerald",no,warna bikin raisa shinning merah hitam putih pink and emerald
284,Raisa pake baju merah sumpahh cantik bgttt,no,raisa pakai baju merah sumpahh cantik bgttt
285,"Liriknya pendek tp susah di hafal pas awal awal, begitu di puter beberapa kali eh kok candu banget",no,lirik pendek susah hafal pas putar kali eh candu
286,"Demi apa, Kak Yaya gk pernah ngeRAGUin para pendengar lagu2 nya",no,kak yaya ngeraguin dengar lagu nya
287,"Ka yaya kalo ragu tetep secantik itu yah :"")",no,ka yaya ragu cantik yah
288,"Ragu aja cantik kan kak, apalagi kalau serius",no,ragu cantik kak serius
289,Ngga alay. Ngga muluk muluk. Natural. Sukaaaa,no,alay muluk muluk natural sukaaaa
290,"seru bgt gemoy, tim berkebun plus tim alam bgt niiii",no,seru banget gemoy tim kebun plus tim alam banget niiii
291,nikmatnya bisa menghirup oksigen dengan bebas ya :),no,nikmat hirup oksigen bebas ya
292,Slide kedua mukanya mau gaya apa aja tetep cantikk,no,slide muka gaya cantikk
293,mba isyana foto gelap2an gini aja aesthetic bgt ya,no,mbak isyana foto gelap aesthetic banget ya
294,"mba isyana udah cantik suaranya bagus kompeten pula, ah sukaaaa",no,mbak isyana cantik suara bagus kompeten ah sukaaaa
295,Ga Taulah aku juga suka banget sama gayanya isyan,no,tau suka gaya isyan
296,"Kangen nonton konser isyan secara lgsg, meskipun msh bisa virtual, Cuma experience-nya lebih dapat aja gitu",no,kangen nonton konser isyan langsung virtual experiencenya
297,"Congrats ka @isyanasarasvati, terus berkarya, makin sukses… dan terus mnjd inpirasi kita semua…",no,ucap selamat ka isyanasarasvati karya sukses inpirasi
298,"Congrats kak, kamu memang pantes mendapatkannya",no,ucap selamat kak dapat
299,Saya berharap kak @isyanasarasvati panjang umur. Sehingga bisa jadi inspirasi untuk musisi seluruh Indonesia. Saya suka musik indonesia dengan adanya kak Isyana,no,harap kak isyanasarasvati umur inspirasi musisi indonesia suka musik indonesia kak isyana
300,"Udah cantik, rada gesrek tapi ya ini banyak kelebihannya, semangat tetap produktif",no,cantik gesrek ya lebih semangat produktif
301,"Gatau lagi, serasa nonton wtf beneran di jkt meski virtual and thankyouu for the performance kak syan! Selalu keren dan pecah! Tak pernah sekalipun mengecewakan",no,tau serasa nonton bangsat jakarta virtual and thankyouu the performance kak syan keren pecah kecewa
302,Walaupun ga pernah lihat ka isyana live beneran di panggung. Tp aku terpesona bgt ama live virtual asli keren,no,lihat ka isyana live panggung pesona banget live virtual asli keren
303,yash we the fest even virtual tapi tetep keren bgt kak syann huaaa energi nya dpt bgt,no,yash we the fest even virtual keren banget kak syann huaaa energi nya banget
304,Keren banget!!! walaupun sebentar tapi mantap abis! Ditunggu karya selanjutnya ya kak! Stay safe and healthy isyana ku,no,keren sebentar mantap habis tunggu karya ya kak stay safe and healthy isyana
305,makaseh jugaa kakaaa inyeeuuuu semoga aku bisa pantang menyerah seperti kakak dan teman musisi lainnya yaaa,no,terimakasih jugaa kakaaa inyeeuuuu moga pantang serah kakak teman musisi yaaa
306,"Thank you juga, Syan! Seneng banget kemarin haha! Semoga setelah pandemi ini, semua rencana dilancarkan ya, Syan!",no,thank syan senang kemarin haha moga pandemi rencana lancar ya syan
307,"hua seneng bgt kmrn walaupun Cuma 35 menitan tp seneng liat isyan, adaptasi kebiasaan baruku semoga bisa lebih teratur maemnya, ditunggu karya selanjutnya kaka",no,hua senang banget kemarin menit senang lihat isyan adaptasi biasa baru moga atur maemnya tunggu karya kaka
308,senang akhirnya indonesia bisa mempunyai musisi idealis berkualitas tinggi yg masih bisa terus berkarya & diapresiasi oleh banyak orang…,no,senang indonesia musisi idealis kualitas karya apresiasi orang
309,Berharap bisa menghadirkan musisi dgn genre yang lain dr yg sudah ada di industri… biar musik Indonesia lebih berwarna,no,harap hadir musisi genre industri biar musik indonesia warna
310,congrats kak isyan semoga semua impian-impian baiknya segera bisa terwujud aamiin,no,ucap selamat kak isyan moga impianimpian baik wujud aamiin
311,"Bener bener idola, dr musisi yang dipandang sebelah mata sampe buat label musik sendiri, congrats syan",no,idola musisi pandang belah mata label musik ucap selamat syan
312,CONGRATS KAK ISYAN semoga karya nya apa yg dilakukan kakak sukses teruss,no,ucap selamat kak isyan moga karya nya kakak sukses teruss
313,"Biasa nya aq nangis kalo lagu nya seiihh, kalo sekarang nangis karna saking bagus nya lagu nya",no,nya nang lagu nya seiihh nang saking bagus nya lagu nya
314,definisi minat ketemu bakat ketemu kerja keras,no,definisi minat ketemu bakat ketemu kerja keras
315,@vnagstn astaga si isyana keren banget ini; bisa ada musisi lokal yang selera musiknya kayak gini,no,vnagstn astaga si isyana keren musisi lokal selera musik
316,"MashaAllah… udh cantik, pinter, jago nyanyi dn mainin alat musik pula neng @isyanasarasvati ngefans bener ini mah",no,mashaallah cantik pintar jago nyanyi mainin alat musik neng isyanasarasvati ngefans mah
317,"Gilaaaa.. gila.. gilaaaa Tangan, kaki, ekspresi, n emosi tertuang adi suatu karya yg fantastis",no,gilaaaa gila gilaaaa tangan kaki ekspresi n emosi tuang adi karya fantastis
318,"Gosh, tiap kali lihat isyana mainin alat musik kaya lihat jiwanya beda. Merinding gila. Kaya kepribadiannya jadi serius bangett",no,gosh kali lihat isyana mainin alat musik kaya lihat jiwa beda merinding gila kaya pribadi serius
319,Sumpah demi allah bagus bangett kereennn merinding ak nya.. dengerin sampe abis tiba2 aja ampe netesin air mata,no,sumpah allah bagus kereennn merinding nya dengerin habis netesin air mata
320,"aku memutuskan untuk menjadi fans isyana. gila keren banget ya, otak mereka berdua bisa berfungsi dg menjalankan perintah ke tangan dan kaki, di waktu bersamaan",no,putus fans isyana gila keren ya otak dua fungsi jalan perintah tangan kaki sama
321,AMZING ISYANAA!! Jujur aku amazed banget dengan skill dan minat Isyana dalam bermusik. Ga Cuma bernyanyi tapi main alat musik pun jago banget,no,amzing isyanaa jujur amazed skill minat isyana musik nyanyi main alat musik jago
322,paling ngiri liat orang keren maen alat musik dan dalem banget nikmatin permainan sendiri,no,ngiri lihat orang keren main alat musik nikmatin main
323,"Sampe ga bisa berkata2 lagi buat isyana, sangat2 sempurna org ini",no,isyana sempurna orang
324,Inimah bukan main alat musik lagi. Olahraga jari dan kaki ini mah,no,inimah main alat musik olahraga jari kaki mah
325,yang aku suka dari dia adalah selalu cukur jembut sebelum manggung,yes,suka cukur jembut manggung
326,@ayu.kinantii isyan skrg berubah ya:( baju nya nakal,yes,ayukinantii isyan ubah ya baju nya nakal
327,"Makin jelek aja anaknya, padahal ibu ayahnya cakep2",yes,jelek anak ayah cakap
328,Kok anaknya kayak udah tua gitu ya mukanya kk tasya,yes,anak tua ya muka kartu keluarga tasya
329,Muka anak nya ko tua banget yaa.. GK ngegemesin GK ada lucu2nya,yes,muka anak nya ko tua yaa ngegemesin lucu
330,Muka nya muka kolot wkwk bukan muka bayi2 lucu gt,yes,muka nya muka kolot wkwk muka bayi lucu
331,"Udah gila sekarang ini orang wkwk, udah jomblo jadi psikolog ga laku, ya jadilah seperti itu",yes,gila orang wkwk jomblo psikolog laku ya
332,Lo sintingnya udah tingkat dewa,yes,sinting tingkat dewa
333,Sepertinya Lutfi setelah putus dgn salsa seperti orang stress,yes,lutfi putus salsa orang stress
334,ANAK TOLOL INI MULAI AKTIF YA BUND,yes,anak tolol aktif ya bund
335,bisa mati aja ga? gedeg gua liat lu. ANJIM,yes,mati gedeg lihat anjim
336,"Woy Lutfi asu , sok asik Lo ANJING !",yes,woy lutfi asu sok asyik anjing
337,Apasih kontol berantem aja lah ayo bngst @lutfiagizal,yes,apasih kontol tengkar ayo bngst lutfiagizal
338,Ibu kamu pelakor plus hamil di luar nikah ya? Pantesan anaknya kyk gini modelannya,yes,pelakor plus hamil nikah ya anak model
339,"Anaknya udh pinter, maknya yang kelempengan.. berasa masih baby, tingginya azka aj melebihi mamanya..",yes,anak pintar maknya lempeng asa baby tinggi azka lebih mama
340,Ancur hidup lu kalau sama dia… Sumpah..,yes,hancur hidup sumpah
341,serem banget muka lo mel kayak ayam potong merah banget,yes,seram muka mel ayam potong merah
342,Tak sejelek IMAGE Owner ya..? Artis ups bukan Artis? Hallo secara tidak langsung semua orang itu tau IMAGE lu jelek gentong!,yes,jelek image owner ya artis ups artis hallo langsung orang image jelek gentong
343,Apaan sih gak jelas hidupnya,yes,sih hidup
344,"Sebelum aku Unfoll, aku mau bilang NAJISSSS",yes,unfoll bilang najissss
345,muka lu sensual tapi norak kenapa dah,yes,muka sensual norak
346,Cakep kaga jelek iya HAHAH,yes,cakap jelek iya hahah
347,jari jari kaki kayak jarinya tukang panggul,yes,jari jari kaki jari tukang panggul
348,"Kakinya kek lagi hamil tua ya bun, semacam kaki gajah @ayuugsia",yes,kaki hamil tua ya bun kaki gajah ayuugsia
349,Ini diedit biar langsing padahal mah klo live bomber badannya,yes,edit biar langsing mah live bomber badan
350,Kakinya gedong sayyy kek kaki jantan… Upp kan dia suka berbaur ama warwerwor.. Mahluk astral.. Yg kakinya gedong,yes,kaki gedong sayyy kaki jantan upp suka baur warwerwor mahluk astral kaki gedong
351,@rosameldianti_ kakak foto sebelum ini. kenapa Memeknya Keliatan Tebal???? Memeknya kakak Lagi Bengkak yah???,yes,rosameldianti kakak foto memek tebal memek kakak bengkak yah
352,Bra nya kedodoran kak make ukuran gede yaa,yes,bra nya kedodoran kak pakai ukur yaa
353,"mba bisa gk sih, kalau gk merem melek gitu matanya kaya orang cacingan",yes,mbak sih merem melek mata kaya orang cacing
354,Kaku kek kanebo kering hahaha,yes,kaku kanebo kering hahaha
355,"Meldi, emaknya buka klinik totok aura kayaknya anaknya gak pernah ditotok ya… auranya gak keliatan yg ada malah butek",yes,meldi emaknya buka klinik totok aura kayak anak totok ya aura butek
356,"Karena muka lo pasaran mel, di pasar sapi juga ada yang mirip noh",yes,muka pasar mel pasar sapi noh
357,Maap kalau gua sering nyamain lu sama dugong soalnya emang mirip,yes,maaf nyamain dugong
358,Iya lo kamu mirip monyet mel,yes,iya monyet mel
359,Bagusan pantat panci aing atuh anjir,yes,bagus pantat panci atuh anjir
360,"Ya emang ga ada yang sama soalnya muka kamu sama dengan muka badak, muka beton, ga ada malu,,,",yes,ya muka muka badak muka beton malu
361,Lengannya gempal banget sih HAHA,yes,lengan gempal sih haha
362,"Jari jari nya gede gede banget, apalagi pas ngiklan makan ikan danau hambar, jarinya kayak jempol semua hawak bener",yes,jari jari nya pas ngiklan makan ikan danau hambar jari jempol hawak
363,Jangan disamain muka @rosameldianti_ sama orang oi. Mintanya disamain sama babi,yes,disamain muka rosameldianti orang oi minta disamain babi
364,Mukanya kalau gak dibantu kamera dekil dan kumel,yes,muka bantu kamera dekil mel
365,Meldi udah dapat kontrak endorse skincare ya tapi kok mukanya tetap jelek si?,yes,meldi kontrak endorse skincare ya muka jelek si
366,Semua dah pada ngembang… habis di berapa cowo meldi?... enak ya di otak atik,yes,kembang habis cowok meldi enak ya otak atik
367,Karena muka kayak elo pasaran dan murah…,yes,muka pasar murah
368,Muka buluk kepedean lagi.. muka udah tua,yes,muka buluk kepedean muka tua
369,Muka lu kaya tai wkwkwk,yes,muka kaya tai wkwkwk
370,Sakit jiwa ini upil gajah… Kasihan,yes,sakit jiwa upil gajah kasihan
371,Jelek macam buntut kuali hahaha,yes,jelek buntut kuali hahaha
372,Pengambilan fotonya sudah bagus mantap dan keren.. tinggal pengambilan ARWAH nya aja yang belum,yes,ambil foto bagus mantap keren tinggal ambil arwah nya
373,Nggak ada cantik-cantik nya hahaha,yes,cantikcantik nya hahaha
374,"Kasian editornya sih ini, nanggung dosa banget kayaknya ngeditnya offside gini",yes,kasihan editor sih nanggung dosa kayak ngeditnya offside
375,ini foto apa w masukin museum aja ya ga ada pantas2nya,yes,foto masukin museum ya pantas
376,Nggak ngumpul bareng mami isa lagi kan kamu yang paling gembrot disana,yes,ngumpul bareng mami isa gembrot sana
377,Lagu lu ga ada yang laku ya mel??,yes,lagu laku ya mel
378,Lututnya masih hitam gosok maning biar tambah cling dan cantik,yes,lutut hitam gosok biar cling cantik
379,"Jadi diri sendiri, jangan jadi ular apalagi dugong",yes,ular dugong
380,Cowoknya ga ada cakep cakepnya,yes,cowok cakap cakep
381,Di foto tirus.. Kalo di video wariorr kok mukanya kek donat gak ada bentuknya,yes,foto tirus video wariorr muka donat bentuk
382,Artis abal-abal.. Muka putih tangan hitam… ager2 ATM nya udah isi berapa sekarang,yes,artis abalabal muka putih tangan hitam ager atm nya isi
383,Itu muka kayak penuh tekanan banget,yes,muka penuh tekan
384,@rosameldianti_ cowokmu wajah nya culun dan cupu kayak om2,yes,rosameldianti cowok wajah nya culun cupu om
385,Kang ojek kali belang tangannya,yes,kang ojek kali belang tangan
386,Dia memutuskan menjadi tumbal apartment,yes,putus tumbal apartemen
387,Itu tangan apa paha haha….,yes,tangan paha haha
388,Mukanya kayak lagi ngeden pas boker,yes,muka ngeden pas boker
389,Aduuh.. terlalu halu.. hhahaha lebay editan nyaa lemak kemana lemak… hahhaaa.. mimpi ketinggian..,yes,aduuh halu hhahaha lebay edit nyaa lemak lemak hahhaaa mimpi tinggi
390,"@_dy1412 buset cantik diedit aja mba, coba dah aslinya dah kayak buntelan kentut…",yes,dy buset cantik edit mbak coba asli buntel kentut
391,"atas bawah hitam putih, kek kopi luwak",yes,hitam putih kopi luwak
